chapter;name;category;key;pageNumber;_id;description;serie;thumbnail;amount;userCreator;price;timeFirstPublished
62;The Great Gatsby 162;["60f6423e8947a20489a9607f"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb949;F. Scott Fitzgerald’s The Great Gatsby is distinguished as one of the greatest texts for introducing students to the art of reading literature critically (which means you may have read it in school). for episode 162;60cabc7f27a131004cceab50;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;51;Tue Jul 20 2021 20:54:54 GMT+0700 (Indochina Time)
66;The Great Gatsby 166;["60f6423e8947a20489a9607f"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb94a;F. Scott Fitzgerald’s The Great Gatsby is distinguished as one of the greatest texts for introducing students to the art of reading literature critically (which means you may have read it in school). for episode 166;60cabc7f27a131004cceab50;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;95;Wed Jul 21 2021 18:38:19 GMT+0700 (Indochina Time)
2;One Hundred Years of Solitude 2;["60f6423e8947a20489a9607f"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb94b;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 2;60cabc7f27a131004cceab50;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;60;null
6;One Hundred Years of Solitude 6;["60f6423e8947a20489a9607f"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb94c;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 6;60cabc7f27a131004cceab50;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;46;null
10;One Hundred Years of Solitude 10;["60f6423e8947a20489a9607f"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb94d;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 10;60cabc7f27a131004cceab50;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;53;null
14;One Hundred Years of Solitude 14;["60f6423e8947a20489a9607f"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb94e;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 14;60cabc7f27a131004cceab50;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;91;Tue Jul 20 2021 09:46:15 GMT+0700 (Indochina Time)
18;One Hundred Years of Solitude 18;["60f6423e8947a20489a9607f"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb94f;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 18;60cabc7f27a131004cceab50;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;61;null
22;One Hundred Years of Solitude 22;["60f6423e8947a20489a9607f"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb950;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 22;60cabc7f27a131004cceab50;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;99;null
26;One Hundred Years of Solitude 26;["60f6423e8947a20489a9607f"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb951;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 26;60cabc7f27a131004cceab50;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;11;Tue Jul 20 2021 20:56:29 GMT+0700 (Indochina Time)
30;One Hundred Years of Solitude 30;["60f6423e8947a20489a96071","60f6423e8947a20489a96072","60f6423e8947a20489a9607f"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb952;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 30;60cabc7f27a131004cceab51;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;55;Mon Jul 19 2021 08:35:46 GMT+0700 (Indochina Time)
34;One Hundred Years of Solitude 34;["60f6423e8947a20489a96071","60f6423e8947a20489a96072","60f6423e8947a20489a9607f"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb953;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 34;60cabc7f27a131004cceab51;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;14;null
38;One Hundred Years of Solitude 38;["60f6423e8947a20489a96071","60f6423e8947a20489a96072","60f6423e8947a20489a9607f"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb954;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 38;60cabc7f27a131004cceab51;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;86;Mon Jul 19 2021 02:54:50 GMT+0700 (Indochina Time)
42;One Hundred Years of Solitude 42;["60f6423e8947a20489a96071","60f6423e8947a20489a96072","60f6423e8947a20489a9607f"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb955;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 42;60cabc7f27a131004cceab51;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;36;Tue Jul 20 2021 00:25:38 GMT+0700 (Indochina Time)
46;One Hundred Years of Solitude 46;["60f6423e8947a20489a96071","60f6423e8947a20489a96072","60f6423e8947a20489a9607f"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb956;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 46;60cabc7f27a131004cceab51;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;95;null
50;One Hundred Years of Solitude 50;["60f6423e8947a20489a96071","60f6423e8947a20489a96072","60f6423e8947a20489a9607f"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb957;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 50;60cabc7f27a131004cceab51;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;83;Tue Jul 20 2021 08:24:19 GMT+0700 (Indochina Time)
54;One Hundred Years of Solitude 54;["60f6423e8947a20489a96071","60f6423e8947a20489a96072","60f6423e8947a20489a9607f"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb958;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 54;60cabc7f27a131004cceab51;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;43;Tue Jul 20 2021 13:45:16 GMT+0700 (Indochina Time)
58;One Hundred Years of Solitude 58;["60f6423e8947a20489a96071","60f6423e8947a20489a96072","60f6423e8947a20489a9607f"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb959;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 58;60cabc7f27a131004cceab51;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;88;Wed Jul 21 2021 08:14:15 GMT+0700 (Indochina Time)
62;One Hundred Years of Solitude 62;["60f6423e8947a20489a96071","60f6423e8947a20489a96072","60f6423e8947a20489a9607f"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb95a;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 62;60cabc7f27a131004cceab51;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;29;null
66;One Hundred Years of Solitude 66;["60f6423e8947a20489a96071","60f6423e8947a20489a96072","60f6423e8947a20489a9607f"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb95b;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 66;60cabc7f27a131004cceab51;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;80;Wed Jul 21 2021 21:18:30 GMT+0700 (Indochina Time)
2;One Hundred Years of Solitude 2;["60f6423e8947a20489a96083"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb95c;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 2;60cabc7f27a131004cceab52;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;15;Mon Jul 19 2021 10:43:33 GMT+0700 (Indochina Time)
6;One Hundred Years of Solitude 6;["60f6423e8947a20489a96083"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb95d;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 6;60cabc7f27a131004cceab52;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;49;null
10;One Hundred Years of Solitude 10;["60f6423e8947a20489a96083"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb95e;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 10;60cabc7f27a131004cceab52;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;83;Wed Jul 21 2021 10:34:59 GMT+0700 (Indochina Time)
14;One Hundred Years of Solitude 14;["60f6423e8947a20489a96083"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb95f;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 14;60cabc7f27a131004cceab52;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;25;null
18;One Hundred Years of Solitude 18;["60f6423e8947a20489a96083"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb960;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 18;60cabc7f27a131004cceab52;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;87;Mon Jul 19 2021 07:11:35 GMT+0700 (Indochina Time)
22;One Hundred Years of Solitude 22;["60f6423e8947a20489a96083"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb961;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 22;60cabc7f27a131004cceab52;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;84;null
26;One Hundred Years of Solitude 26;["60f6423e8947a20489a96083"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb962;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 26;60cabc7f27a131004cceab52;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;59;null
30;One Hundred Years of Solitude 30;["60f6423e8947a20489a96083"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb963;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 30;60cabc7f27a131004cceab52;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;71;null
34;One Hundred Years of Solitude 34;["60f6423e8947a20489a96083"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb964;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 34;60cabc7f27a131004cceab52;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;96;Tue Jul 20 2021 21:51:31 GMT+0700 (Indochina Time)
38;One Hundred Years of Solitude 38;["60f6423e8947a20489a96083"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb965;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 38;60cabc7f27a131004cceab52;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;12;Wed Jul 21 2021 06:17:07 GMT+0700 (Indochina Time)
42;One Hundred Years of Solitude 42;["60f6423e8947a20489a9608e","60f6423e8947a20489a96081","60f6423e8947a20489a96082"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb966;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 42;60cabc7f27a131004cceab53;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;89;null
46;One Hundred Years of Solitude 46;["60f6423e8947a20489a9608e","60f6423e8947a20489a96081","60f6423e8947a20489a96082"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb967;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 46;60cabc7f27a131004cceab53;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;19;Mon Jul 19 2021 10:59:26 GMT+0700 (Indochina Time)
50;One Hundred Years of Solitude 50;["60f6423e8947a20489a9608e","60f6423e8947a20489a96081","60f6423e8947a20489a96082"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb968;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 50;60cabc7f27a131004cceab53;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;68;Wed Jul 21 2021 20:19:32 GMT+0700 (Indochina Time)
54;One Hundred Years of Solitude 54;["60f6423e8947a20489a9608e","60f6423e8947a20489a96081","60f6423e8947a20489a96082"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb969;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 54;60cabc7f27a131004cceab53;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;43;null
58;One Hundred Years of Solitude 58;["60f6423e8947a20489a9608e","60f6423e8947a20489a96081","60f6423e8947a20489a96082"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb96a;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 58;60cabc7f27a131004cceab53;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;24;null
62;One Hundred Years of Solitude 62;["60f6423e8947a20489a9608e","60f6423e8947a20489a96081","60f6423e8947a20489a96082"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb96b;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 62;60cabc7f27a131004cceab53;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;24;Tue Jul 20 2021 22:17:58 GMT+0700 (Indochina Time)
66;One Hundred Years of Solitude 66;["60f6423e8947a20489a9608e","60f6423e8947a20489a96081","60f6423e8947a20489a96082"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb96c;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 66;60cabc7f27a131004cceab53;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;98;null
2;One Hundred Years of Solitude 12;["60f6423e8947a20489a9608e","60f6423e8947a20489a96081","60f6423e8947a20489a96082"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb96d;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 12;60cabc7f27a131004cceab53;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;49;null
6;One Hundred Years of Solitude 16;["60f6423e8947a20489a9608e","60f6423e8947a20489a96081","60f6423e8947a20489a96082"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb96e;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 16;60cabc7f27a131004cceab53;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;47;null
10;One Hundred Years of Solitude 110;["60f6423e8947a20489a9608e","60f6423e8947a20489a96081","60f6423e8947a20489a96082"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb96f;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 110;60cabc7f27a131004cceab53;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;11;Wed Jul 21 2021 13:13:52 GMT+0700 (Indochina Time)
14;One Hundred Years of Solitude 114;["60f6423e8947a20489a96052"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb970;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 114;60cabc7f27a131004cceab54;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;89;null
18;One Hundred Years of Solitude 118;["60f6423e8947a20489a96052"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb971;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 118;60cabc7f27a131004cceab54;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;99;Wed Jul 21 2021 05:27:34 GMT+0700 (Indochina Time)
22;One Hundred Years of Solitude 122;["60f6423e8947a20489a96052"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb972;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 122;60cabc7f27a131004cceab54;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;97;null
26;One Hundred Years of Solitude 126;["60f6423e8947a20489a96052"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb973;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 126;60cabc7f27a131004cceab54;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;73;Tue Jul 20 2021 21:44:41 GMT+0700 (Indochina Time)
30;One Hundred Years of Solitude 130;["60f6423e8947a20489a96052"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb974;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 130;60cabc7f27a131004cceab54;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;99;Wed Jul 21 2021 06:31:08 GMT+0700 (Indochina Time)
34;One Hundred Years of Solitude 134;["60f6423e8947a20489a96052"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb975;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 134;60cabc7f27a131004cceab54;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;55;Mon Jul 19 2021 03:58:57 GMT+0700 (Indochina Time)
38;One Hundred Years of Solitude 138;["60f6423e8947a20489a96052"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb976;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 138;60cabc7f27a131004cceab54;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;37;Mon Jul 19 2021 15:23:36 GMT+0700 (Indochina Time)
42;One Hundred Years of Solitude 142;["60f6423e8947a20489a96052"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb977;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 142;60cabc7f27a131004cceab54;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec081;24;Wed Jul 21 2021 05:41:27 GMT+0700 (Indochina Time)
46;One Hundred Years of Solitude 146;["60f6423e8947a20489a96052"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb978;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 146;60cabc7f27a131004cceab54;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec081;44;null
50;One Hundred Years of Solitude 150;["60f6423e8947a20489a96052"];read/0401ed50-7505-4b79-9b41-527e0745a4c6_TEN1_sample_210224;21;60cabc8827a131004cceb979;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 150;60cabc7f27a131004cceab54;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/17a0393f-bbff-494a-bb7d-e32f36413ced-AriumWeb1x1.031.png;1;60cabc8c27a131004ccec081;67;null
54;One Hundred Years of Solitude 154;["60f6423e8947a20489a96055"];read/d3c14d48-c040-455e-b2df-63cf9c6f46c0_TEN0_sample_210224;6;60cabc8827a131004cceb97a;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 154;60cabc7f27a131004cceab55;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/2cc26488-faf9-43fc-9214-da6fb8cf71b1-ep1.png;1;60cabc8c27a131004ccec082;52;Mon Jul 19 2021 18:59:53 GMT+0700 (Indochina Time)
58;One Hundred Years of Solitude 158;["60f6423e8947a20489a96055"];read/526e9d01-592f-44c9-9669-8b9d812e731a_TEN2_sample_210224;18;60cabc8827a131004cceb97b;The late Colombian author Gabriel García Márquez published his most-famous work, One Hundred Years of Solitude, in 1967. for episode 158;60cabc7f27a131004cceab55;https://nftjapan.s3.ap-southeast-1.amazonaws.com/image/a284ee5c-2323-4a50-86e9-54ff155d7d30-AriumWeb1x1.011.png;1;60cabc8c27a131004ccec082;11;null
